SG_UF,CD_MUNICIPIO,NM_MUNICIPIO.x,NR_ZONA,NR_TURNO,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,NM_MUNICIPIO.y,DS_CARGO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,comparecimento,NM_MUNICIPIO,edu_superior,edu_ate_fundamental
SP,66516,LUCIANÓPOLIS,159,1,2130,2126,LUCIANÓPOLIS,Presidente,1623,1623,0.76340545625588,LUCIANÓPOLIS,0.0826291079812207,0.43849765258216
PR,75370,CURIÚVA,119,1,10798,10792,CURIÚVA,Presidente,7665,7665,0.71024833209785,CURIÚVA,0.0635302833858122,0.550657529172069
RS,87068,MINAS DO LEÃO,116,1,6272,6261,MINAS DO LEÃO,Presidente,4924,4924,0.786455837725603,MINAS DO LEÃO,0.048469387755102,0.559470663265306
BA,35033,DOM MACEDO COSTA,202,1,4394,4395,DOM MACEDO COSTA,Presidente,3503,3503,0.797042093287827,DOM MACEDO COSTA,0.0393718707328175,0.517751479289941
RN,17736,PARAÚ,54,2,4325,4308,PARAÚ,Presidente,3282,3282,0.761838440111421,PARAÚ,0.0730635838150289,0.500809248554913
MS,90611,CORGUINHO,40,1,4037,4030,CORGUINHO,Presidente,2982,2982,0.739950372208437,CORGUINHO,0.100569729997523,0.575922714887293
PR,74888,TUNAS DO PARANÁ,48,1,5270,5266,TUNAS DO PARANÁ,Presidente,3982,3982,0.756171667299658,TUNAS DO PARANÁ,0.0364326375711575,0.587855787476281
SP,63258,CATIGUÁ,179,2,5822,5823,CATIGUÁ,Presidente,4442,4442,0.762837025588185,CATIGUÁ,0.0812435589144624,0.420645826176572
SP,62421,RIBEIRÃO DOS ÍNDIOS,117,2,1882,1876,RIBEIRÃO DOS ÍNDIOS,Presidente,1465,1465,0.78091684434968,RIBEIRÃO DOS ÍNDIOS,0.0951115834218916,0.462805526036132
PR,77410,PARAÍSO DO NORTE,100,1,9969,9958,PARAÍSO DO NORTE,Presidente,7709,7709,0.774151436031332,PARAÍSO DO NORTE,0.120674089678002,0.436352693349383
PR,76376,JANIÓPOLIS,183,2,4977,4978,JANIÓPOLIS,Presidente,3772,3772,0.757734029730816,JANIÓPOLIS,0.0763512155917219,0.541490857946554
SC,80225,ABDON BATISTA,52,1,2506,2503,ABDON BATISTA,Presidente,2074,2074,0.828605673192169,ABDON BATISTA,0.0782122905027933,0.558260175578611
PB,21393,PITIMBU,73,1,12043,12023,PITIMBU,Presidente,9456,9456,0.786492555934459,PITIMBU,0.0428464668272025,0.500622768413186
MG,45853,IAPU,128,1,8555,8550,IAPU,Presidente,5953,5953,0.696257309941521,IAPU,0.0341320864991233,0.615546464056108
SC,82473,PERITIBA,9,1,2744,2740,PERITIBA,Presidente,2293,2293,0.836861313868613,PERITIBA,0.10131195335277,0.504373177842566
RS,85880,CASEIROS,28,2,3094,3086,CASEIROS,Presidente,2511,2511,0.813674659753727,CASEIROS,0.0804783451842275,0.539107950872657
MT,98779,NOVO SÃO JOAQUIM,26,1,5324,5330,NOVO SÃO JOAQUIM,Presidente,3839,3839,0.720262664165103,NOVO SÃO JOAQUIM,0.025732531930879,0.724267468069121
SP,61786,BOM SUCESSO DE ITARARÉ,57,1,3342,3335,BOM SUCESSO DE ITARARÉ,Presidente,2518,2518,0.755022488755622,BOM SUCESSO DE ITARARÉ,0.0565529622980251,0.498803111909037
TO,94811,NATIVIDADE,19,1,6575,6542,NATIVIDADE,Presidente,4970,4970,0.759706511770101,NATIVIDADE,0.0790874524714829,0.460988593155894
MG,44296,DESTERRO DO MELO,25,1,3559,3546,DESTERRO DO MELO,Presidente,2831,2831,0.798364354201918,DESTERRO DO MELO,0.0427086260185445,0.624894633323967
MG,50458,PORTO FIRME,217,2,9139,9118,PORTO FIRME,Presidente,6900,6900,0.756744900197412,PORTO FIRME,0.0219936535726009,0.652150125834336
PI,10987,SÃO JOÃO DO ARRAIAL,80,2,7099,7092,SÃO JOÃO DO ARRAIAL,Presidente,5513,5513,0.777354765933446,SÃO JOÃO DO ARRAIAL,0.0326806592477814,0.67206648823778
SP,71277,SEBASTIANÓPOLIS DO SUL,77,1,3025,3019,SEBASTIANÓPOLIS DO SUL,Presidente,2245,2245,0.743623716462405,SEBASTIANÓPOLIS DO SUL,0.133884297520661,0.431735537190083
BA,39845,QUIXABEIRA,191,2,8944,8917,QUIXABEIRA,Presidente,6487,6487,0.727486822922508,QUIXABEIRA,0.0364490161001789,0.641100178890877
PR,74691,CAMBARÁ,25,1,18135,18103,CAMBARÁ,Presidente,13409,13409,0.740705960338065,CAMBARÁ,0.112875654811139,0.418086572925283
MG,49913,PEQUI,202,2,3666,3663,PEQUI,Presidente,2928,2928,0.799344799344799,PEQUI,0.109383524277141,0.508456082924168
PB,22292,TACIMA,20,1,7476,7456,TACIMA,Presidente,5649,5649,0.757644849785408,TACIMA,0.041466024612092,0.611690743713216
PR,79073,SIQUEIRA CAMPOS,21,1,15995,15979,SIQUEIRA CAMPOS,Presidente,11847,11847,0.741410601414356,SIQUEIRA CAMPOS,0.0837761800562676,0.490153172866521
BA,33316,ANTAS,82,1,11018,10985,ANTAS,Presidente,8125,8125,0.739644970414201,ANTAS,0.0423851878743874,0.615719731348702
SE,31933,NOSSA SENHORA DE LOURDES,8,1,5730,5724,NOSSA SENHORA DE LOURDES,Presidente,4544,4544,0.793850454227813,NOSSA SENHORA DE LOURDES,0.0394415357766143,0.553228621291449
PR,75191,CONSELHEIRO MAIRINCK,79,1,2985,2980,CONSELHEIRO MAIRINCK,Presidente,2295,2295,0.770134228187919,CONSELHEIRO MAIRINCK,0.100167504187605,0.452596314907873
PB,19925,ALGODÃO DE JANDAÍRA,67,1,2993,2980,ALGODÃO DE JANDAÍRA,Presidente,2279,2279,0.764765100671141,ALGODÃO DE JANDAÍRA,0.0300701637153358,0.634480454393585
RS,87440,PONTE PRETA,148,2,1785,1784,PONTE PRETA,Presidente,1525,1525,0.854820627802691,PONTE PRETA,0.0705882352941176,0.5703081232493
PE,23698,CAMOCIM DE SÃO FÉLIX,132,2,14883,14853,CAMOCIM DE SÃO FÉLIX,Presidente,11809,11809,0.795058237393119,CAMOCIM DE SÃO FÉLIX,0.0428005106497346,0.594302224013976
MG,40444,MATIAS CARDOSO,63,1,6984,6964,MATIAS CARDOSO,Presidente,4869,4869,0.699167145318782,MATIAS CARDOSO,0.0224799541809851,0.606815578465063
AL,28673,SÃO JOSÉ DA TAPERA,51,2,21640,21621,SÃO JOSÉ DA TAPERA,Presidente,14152,14152,0.654548818278526,SÃO JOSÉ DA TAPERA,0.0240295748613678,0.652587800369686
PB,22012,SÃO MIGUEL DE TAIPU,44,1,6090,6084,SÃO MIGUEL DE TAIPU,Presidente,4734,4734,0.77810650887574,SÃO MIGUEL DE TAIPU,0.0341543513957307,0.617405582922824
MG,45179,FERROS,113,1,8669,8657,FERROS,Presidente,5789,5789,0.668707404412614,FERROS,0.0297612181335794,0.66778175106702
PI,10286,JACOBINA DO PIAUÍ,38,2,4933,4940,JACOBINA DO PIAUÍ,Presidente,4183,4183,0.846761133603239,JACOBINA DO PIAUÍ,0.0411514291506183,0.663896209203325
PR,77615,PIÊN,144,1,10003,10004,PIÊN,Presidente,8378,8378,0.837465013994402,PIÊN,0.0650804758572428,0.498750374887534
MS,91863,SANTA RITA DO PARDO,41,1,5116,5111,SANTA RITA DO PARDO,Presidente,3640,3640,0.71218939542164,SANTA RITA DO PARDO,0.0643080531665364,0.57896794370602
RS,88846,CHUÍ,43,2,4569,4564,CHUÍ,Presidente,3041,3041,0.666301489921122,CHUÍ,0.0980520901729044,0.426789231779383
MG,51713,SANTANA DO DESERTO,173,1,3370,3365,SANTANA DO DESERTO,Presidente,2650,2650,0.787518573551263,SANTANA DO DESERTO,0.0329376854599407,0.632344213649852
ES,56090,APIACÁ,44,1,6194,6169,APIACÁ,Presidente,4614,4614,0.747933214459394,APIACÁ,0.0797546012269939,0.519535033903778
MG,41351,BIAS FORTES,24,1,3759,3749,BIAS FORTES,Presidente,2793,2793,0.744998666311016,BIAS FORTES,0.022878425113062,0.614525139664805
MG,51292,RUBELITA,244,1,7466,7446,RUBELITA,Presidente,4517,4517,0.606634434595756,RUBELITA,0.0310742030538441,0.648673988748995
PR,76813,MANOEL RIBAS,196,1,10619,10592,MANOEL RIBAS,Presidente,8482,8482,0.800793051359517,MANOEL RIBAS,0.100197758734344,0.483096336754873
CE,14591,MARTINÓPOLE,25,1,9983,9969,MARTINÓPOLE,Presidente,8248,8248,0.827364830976026,MARTINÓPOLE,0.0661123910648102,0.503956726434939
MG,48372,MINDURI,346,2,3302,3292,MINDURI,Presidente,2539,2539,0.771263669501823,MINDURI,0.0520896426408237,0.536038764385221
PE,25011,PALMEIRINA,59,1,6651,6640,PALMEIRINA,Presidente,4193,4193,0.631475903614458,PALMEIRINA,0.0139828597203428,0.713727259058788
SC,81167,ERMO,42,1,2210,2207,ERMO,Presidente,1911,1911,0.865881286814681,ERMO,0.108597285067873,0.466515837104072
MG,54054,UMBURATIBA,73,1,2656,2645,UMBURATIBA,Presidente,1743,1743,0.658979206049149,UMBURATIBA,0.0342620481927711,0.566265060240964
MT,91332,PONTE BRANCA,8,2,1921,1919,PONTE BRANCA,Presidente,1384,1384,0.721208963001563,PONTE BRANCA,0.0728787090057262,0.513274336283186
BA,34010,CAEM,167,2,8004,7987,CAEM,Presidente,6015,6015,0.753098785526481,CAEM,0.0411044477761119,0.586706646676662
PB,22411,UMBUZEIRO,18,1,6829,6815,UMBUZEIRO,Presidente,5102,5102,0.748642699926633,UMBUZEIRO,0.051544882120369,0.59554839654415
AL,28193,OLIVENÇA,19,2,9641,9626,OLIVENÇA,Presidente,6749,6749,0.701121961354664,OLIVENÇA,0.0155585520174256,0.725028524012032
MG,46191,INHAÚMA,322,1,5731,5721,INHAÚMA,Presidente,4379,4379,0.765425624890753,INHAÚMA,0.0750305356831269,0.462746466585238
RS,85650,CAIBATÉ,52,1,4010,4000,CAIBATÉ,Presidente,3274,3274,0.8185,CAIBATÉ,0.0915211970074813,0.540149625935162
MG,48070,MARMELÓPOLIS,134,2,2919,2916,MARMELÓPOLIS,Presidente,2286,2286,0.783950617283951,MARMELÓPOLIS,0.0517300445357999,0.565947242206235
ES,56626,JOÃO NEIVA,14,2,12845,12812,JOÃO NEIVA,Presidente,9820,9820,0.766468935373088,JOÃO NEIVA,0.121214480342546,0.401089918256131
MG,49336,PALMA,201,2,5374,5351,PALMA,Presidente,4057,4057,0.758176041861334,PALMA,0.046706363974693,0.502232973576479
PI,12203,JÚLIO BORGES,88,2,4585,4556,JÚLIO BORGES,Presidente,3458,3458,0.758999122036875,JÚLIO BORGES,0.0460196292257361,0.546782988004362
RN,16160,MAJOR SALES,42,1,3084,3066,MAJOR SALES,Presidente,2484,2484,0.810176125244618,MAJOR SALES,0.056420233463035,0.593709468223087
PI,12009,SÃO JOÃO DA FRONTEIRA,21,1,4956,4950,SÃO JOÃO DA FRONTEIRA,Presidente,3850,3850,0.777777777777778,SÃO JOÃO DA FRONTEIRA,0.0359160613397902,0.683010492332526
PR,74306,FAROL,183,1,2751,2747,FAROL,Presidente,2200,2200,0.800873680378595,FAROL,0.0701563067975282,0.504907306434024
BA,37427,MULUNGU DO MORRO,55,1,11160,11144,MULUNGU DO MORRO,Presidente,8243,8243,0.739680545585068,MULUNGU DO MORRO,0.0274193548387097,0.590949820788531
MG,41050,BANDEIRA DO SUL,222,2,5266,5263,BANDEIRA DO SUL,Presidente,4074,4074,0.774083222496675,BANDEIRA DO SUL,0.0324724648689708,0.607292062286365
SE,32352,SÃO DOMINGOS,24,1,8269,8242,SÃO DOMINGOS,Presidente,5848,5848,0.709536520262072,SÃO DOMINGOS,0.0322892731890192,0.643850526061192
BA,37672,OURIÇANGAS,74,2,7248,7240,OURIÇANGAS,Presidente,5035,5035,0.695441988950276,OURIÇANGAS,0.0397350993377483,0.573675496688742
MG,54372,VIRGINÓPOLIS,283,1,8940,8918,VIRGINÓPOLIS,Presidente,5636,5636,0.631980264633326,VIRGINÓPOLIS,0.0446308724832215,0.56420581655481
MG,54399,VIRGOLÂNDIA,247,2,4601,4585,VIRGOLÂNDIA,Presidente,3078,3078,0.671319520174482,VIRGOLÂNDIA,0.0339056726798522,0.614214301238861
SP,68896,PIRATININGA,23,2,9629,9606,PIRATININGA,Presidente,7502,7502,0.780970226941495,PIRATININGA,0.182365770069581,0.289853567348634
SP,69914,RUBINÉIA,187,2,3278,3267,RUBINÉIA,Presidente,2347,2347,0.718396082032446,RUBINÉIA,0.12751677852349,0.452104942037828
PB,21156,PASSAGEM,65,1,2652,2647,PASSAGEM,Presidente,2007,2007,0.758216849263317,PASSAGEM,0.0509049773755656,0.545248868778281
SP,61123,DIRCE REIS,152,1,1628,1626,DIRCE REIS,Presidente,1249,1249,0.768142681426814,DIRCE REIS,0.151719901719902,0.45945945945946
PB,21539,QUIXABA,28,2,2288,2283,QUIXABA,Presidente,1824,1824,0.798948751642576,QUIXABA,0.0590034965034965,0.519230769230769
TO,73482,CHAPADA DA NATIVIDADE,19,2,2771,2766,CHAPADA DA NATIVIDADE,Presidente,2059,2059,0.744396240057845,CHAPADA DA NATIVIDADE,0.0440274269216889,0.526163839769037
PR,76694,LUPIONÓPOLIS,159,1,3949,3940,LUPIONÓPOLIS,Presidente,3074,3074,0.780203045685279,LUPIONÓPOLIS,0.0985059508736389,0.471005317801975
SP,66095,JERIQUARA,155,1,3043,3041,JERIQUARA,Presidente,2404,2404,0.790529431108188,JERIQUARA,0.0920144594150509,0.416694051922445
PR,79332,UBIRATÃ,98,1,19561,19537,UBIRATÃ,Presidente,14801,14801,0.757588166043917,UBIRATÃ,0.132968662133838,0.413987014978784
PA,4740,CURUÁ,21,2,10441,10427,CURUÁ,Presidente,8308,8308,0.796777596624149,CURUÁ,0.037927401589886,0.548223350253807
RS,84751,NOVA ROMA DO SUL,6,2,3063,3061,NOVA ROMA DO SUL,Presidente,2629,2629,0.858869650441032,NOVA ROMA DO SUL,0.0878223963434541,0.504080966372837
MA,7293,BARÃO DE GRAJAÚ,21,2,15040,15011,BARÃO DE GRAJAÚ,Presidente,11240,11240,0.748784224901739,BARÃO DE GRAJAÚ,0.0568484042553192,0.564228723404255
RN,17914,PEDRA PRETA,17,1,3218,3215,PEDRA PRETA,Presidente,2608,2608,0.811197511664075,PEDRA PRETA,0.0394655065257924,0.547234307022996
RS,86347,BARÃO DO TRIUNFO,50,1,4474,4469,BARÃO DO TRIUNFO,Presidente,3629,3629,0.812038487357351,BARÃO DO TRIUNFO,0.0357621814930711,0.664729548502459
SP,62227,VITÓRIA BRASIL,233,2,1626,1627,VITÓRIA BRASIL,Presidente,1313,1313,0.80700676090965,VITÓRIA BRASIL,0.102706027060271,0.453259532595326
PB,19844,APARECIDA,63,1,6858,6848,APARECIDA,Presidente,5498,5498,0.80286214953271,APARECIDA,0.031787693205016,0.655293088363955
PR,75280,CORUMBATAÍ DO SUL,133,2,3591,3583,CORUMBATAÍ DO SUL,Presidente,2735,2735,0.763326821099637,CORUMBATAÍ DO SUL,0.051239209133946,0.542745753272069
RN,16292,BARCELONA,19,2,4639,4629,BARCELONA,Presidente,3587,3587,0.774897386044502,BARCELONA,0.0338435007544729,0.628152619098944
GO,95850,SANTA ROSA DE GOIÁS,13,1,3096,3096,SANTA ROSA DE GOIÁS,Presidente,2526,2526,0.815891472868217,SANTA ROSA DE GOIÁS,0.0920542635658915,0.512919896640827
PR,75558,FLORESTA,154,2,6972,6964,FLORESTA,Presidente,5590,5590,0.802699597932223,FLORESTA,0.0916523235800344,0.388267355134825
MT,98973,VERA,36,2,7162,7152,VERA,Presidente,5342,5342,0.746923937360179,VERA,0.0837754817090198,0.498603741971516
PI,12432,LAGOINHA DO PIAUÍ,52,1,3124,3120,LAGOINHA DO PIAUÍ,Presidente,2432,2432,0.77948717948718,LAGOINHA DO PIAUÍ,0.0524967989756722,0.55921895006402
RS,89460,SÃO JOSÉ DO SUL,31,1,1952,1948,SÃO JOSÉ DO SUL,Presidente,1645,1645,0.844455852156058,SÃO JOSÉ DO SUL,0.0630122950819672,0.552254098360656
PR,74721,RANCHO ALEGRE D'OESTE,92,2,2422,2419,RANCHO ALEGRE D OESTE,Presidente,1894,1894,0.782968168664738,RANCHO ALEGRE D'OESTE,0.0895953757225434,0.520644095788605
RS,88986,ACEGUÁ,7,2,3839,3833,ACEGUÁ,Presidente,2961,2961,0.772501956691886,ACEGUÁ,0.0763219588434488,0.551706173482678
RS,87440,PONTE PRETA,148,1,1785,1784,PONTE PRETA,Presidente,1537,1537,0.861547085201794,PONTE PRETA,0.0705882352941176,0.5703081232493
PR,77178,NOVA AMÉRICA DA COLINA,35,1,3099,3096,NOVA AMÉRICA DA COLINA,Presidente,2557,2557,0.825904392764858,NOVA AMÉRICA DA COLINA,0.0964827363665699,0.427879961277832
PR,78999,SAPOPEMA,119,1,5374,5368,SAPOPEMA,Presidente,3989,3989,0.743107302533532,SAPOPEMA,0.0790844808336435,0.569408262002233
PR,75779,GUAPOREMA,127,1,1978,1981,GUAPOREMA,Presidente,1548,1548,0.781423523472994,GUAPOREMA,0.10010111223458,0.459049544994944
ES,56162,SÃO ROQUE DO CANAÃ,16,2,9534,9523,SÃO ROQUE DO CANAÃ,Presidente,7520,7520,0.789667121705345,SÃO ROQUE DO CANAÃ,0.0853786448500105,0.52706104468219
PR,74624,PATO BRAGADO,121,2,4443,4436,PATO BRAGADO,Presidente,3680,3680,0.829576194770063,PATO BRAGADO,0.116137744767049,0.469052442043664
BA,35149,FEIRA DA MATA,125,2,5467,5448,FEIRA DA MATA,Presidente,3998,3998,0.733847283406755,FEIRA DA MATA,0.0431680995061277,0.588073897933053
PR,75345,FERNANDES PINHEIRO,53,1,5357,5350,FERNANDES PINHEIRO,Presidente,4342,4342,0.811588785046729,FERNANDES PINHEIRO,0.0427478066081762,0.583162217659138
RS,86622,CORONEL BARROS,23,1,2556,2551,CORONEL BARROS,Presidente,2165,2165,0.848686789494316,CORONEL BARROS,0.0727699530516432,0.539514866979656
CE,13048,PIRES FERREIRA,21,2,8387,8365,PIRES FERREIRA,Presidente,6531,6531,0.780753138075314,PIRES FERREIRA,0.0511505901991177,0.590199117682127
RS,87947,SINIMBU,40,2,6806,6802,SINIMBU,Presidente,5721,5721,0.841076154072332,SINIMBU,0.0471642668233911,0.688216279753159
RS,89699,VICTOR GRAEFF,117,1,2511,2508,VICTOR GRAEFF,Presidente,2069,2069,0.824960127591707,VICTOR GRAEFF,0.123456790123457,0.444046196734369
TO,73083,PALMEIRANTE,8,2,3751,3760,PALMEIRANTE,Presidente,2847,2847,0.75718085106383,PALMEIRANTE,0.0562516662223407,0.557984537456678
PR,75442,IMBAÚ,111,2,8344,8337,IMBAÚ,Presidente,6690,6690,0.802446923353724,IMBAÚ,0.0358341323106424,0.550814956855225
RS,88005,TRÊS FORQUILHAS,85,1,2875,2874,TRÊS FORQUILHAS,Presidente,2302,2302,0.800974251913709,TRÊS FORQUILHAS,0.0410434782608696,0.633739130434783
MG,41548,SÃO DOMINGOS DAS DORES,128,1,5391,5388,SÃO DOMINGOS DAS DORES,Presidente,3960,3960,0.734966592427617,SÃO DOMINGOS DAS DORES,0.0461880912632165,0.589315525876461
PB,19208,RIACHÃO,20,1,3204,3195,RIACHÃO,Presidente,2380,2380,0.74491392801252,RIACHÃO,0.0480649188514357,0.576779026217229
TO,73253,JUARINA,4,2,2039,2040,JUARINA,Presidente,1580,1580,0.774509803921569,JUARINA,0.0549288867091712,0.546346248160863
RN,16292,BARCELONA,19,1,4639,4628,BARCELONA,Presidente,3642,3642,0.78694900605013,BARCELONA,0.0338435007544729,0.628152619098944
SP,61514,APARECIDA D'OESTE,232,1,4016,3998,APARECIDA D OESTE,Presidente,2908,2908,0.727363681840921,APARECIDA D'OESTE,0.118774900398406,0.493276892430279
RN,17051,JAPI,16,1,5522,5516,JAPI,Presidente,4261,4261,0.772480058013053,JAPI,0.0320536037667512,0.629119884099964
RS,85561,SALDANHA MARINHO,115,1,2666,2664,SALDANHA MARINHO,Presidente,2267,2267,0.850975975975976,SALDANHA MARINHO,0.0738934733683421,0.511252813203301
MS,98132,SETE QUEDAS,33,2,7324,7315,SETE QUEDAS,Presidente,5275,5275,0.721120984278879,SETE QUEDAS,0.0614418350628072,0.647733478973239
PR,75507,PEROBAL,142,2,5380,5372,PEROBAL,Presidente,4272,4272,0.795234549516009,PEROBAL,0.0901486988847584,0.446282527881041
MT,90204,GLÓRIA D'OESTE,18,2,2650,2649,GLÓRIA D OESTE,Presidente,2008,2008,0.758021895054738,GLÓRIA D'OESTE,0.108679245283019,0.525660377358491
RS,85103,ENTRE-IJUÍS,45,2,7279,7274,ENTRE-IJUÍS,Presidente,5871,5871,0.807121253780588,ENTRE-IJUÍS,0.0699271878005221,0.550899848880341
RO,728,PRIMAVERA DE RONDÔNIA,9,1,2872,2877,PRIMAVERA DE RONDÔNIA,Presidente,2194,2194,0.762599930483142,PRIMAVERA DE RONDÔNIA,0.0678969359331476,0.559540389972145
SP,62871,CAJOBI,171,1,7852,7842,CAJOBI,Presidente,5759,5759,0.734378984952818,CAJOBI,0.101630157921549,0.479495669893021
PI,10529,SÃO JOSÉ DO DIVINO,21,1,4929,4925,SÃO JOSÉ DO DIVINO,Presidente,4060,4060,0.824365482233503,SÃO JOSÉ DO DIVINO,0.0421992290525462,0.626090484885372
MG,49719,PEÇANHA,212,2,13549,13551,PEÇANHA,Presidente,8818,8818,0.650726883624825,PEÇANHA,0.0461288655989372,0.597461067237435
MG,40495,AMPARO DO SERRA,268,1,4637,4629,AMPARO DO SERRA,Presidente,3438,3438,0.742709008425146,AMPARO DO SERRA,0.0593055855078715,0.601897778736252
GO,93203,SANTO ANTÔNIO DA BARRA,128,1,4005,4008,SANTO ANTÔNIO DA BARRA,Presidente,3071,3071,0.76621756487026,SANTO ANTÔNIO DA BARRA,0.0539325842696629,0.496629213483146
PR,74543,MAUÁ DA SERRA,76,1,7345,7337,MAUÁ DA SERRA,Presidente,5728,5728,0.780700558811503,MAUÁ DA SERRA,0.0631722260040844,0.529748127978217
RN,17094,JARDIM DE PIRANHAS,26,2,10501,10485,JARDIM DE PIRANHAS,Presidente,8666,8666,0.826514067715785,JARDIM DE PIRANHAS,0.0499952385487096,0.593657746881249
AL,28657,SÃO JOSÉ DA LAJE,16,1,17375,17350,SÃO JOSÉ DA LAJE,Presidente,12263,12263,0.706801152737752,SÃO JOSÉ DA LAJE,0.0287194244604317,0.610820143884892
PE,24473,ITACURUBA,73,1,4351,4317,ITACURUBA,Presidente,3480,3480,0.806115357887422,ITACURUBA,0.0786026200873363,0.448632498276258
AP,6017,AMAPÁ,1,2,6880,6851,AMAPÁ,Presidente,4448,4448,0.649248284921909,AMAPÁ,0.0609011627906977,0.454505813953488
RS,87157,ITATIBA DO SUL,20,2,3491,3488,ITATIBA DO SUL,Presidente,2869,2869,0.822534403669725,ITATIBA DO SUL,0.0710398166714409,0.614150673159553
MG,41904,CÔNEGO MARINHO,148,1,6179,6167,CÔNEGO MARINHO,Presidente,4218,4218,0.683963029025458,CÔNEGO MARINHO,0.0464476452500405,0.536494578410746
SE,31011,AMPARO DE SÃO FRANCISCO,19,2,2686,2680,AMPARO DE SÃO FRANCISCO,Presidente,2004,2004,0.747761194029851,AMPARO DE SÃO FRANCISCO,0.0480268056589725,0.469843633655994
RN,18619,SENADOR GEORGINO AVELINO,67,1,3818,3811,SENADOR GEORGINO AVELINO,Presidente,3056,3056,0.801889267908685,SENADOR GEORGINO AVELINO,0.0544787847040335,0.530120481927711
PR,78557,SANTANA DO ITARARÉ,20,1,4480,4476,SANTANA DO ITARARÉ,Presidente,3388,3388,0.756925826630921,SANTANA DO ITARARÉ,0.0620535714285714,0.556026785714286
PI,10820,ILHA GRANDE,4,2,8602,8596,ILHA GRANDE,Presidente,6749,6749,0.785132619823174,ILHA GRANDE,0.0302255289467566,0.574633806091607
MG,50172,PIRANGUÇU,51,1,4648,4649,PIRANGUÇU,Presidente,3552,3552,0.764035276403528,PIRANGUÇU,0.0503442340791738,0.564543889845095
SP,70114,SANDOVALINA,261,1,3503,3495,SANDOVALINA,Presidente,2556,2556,0.731330472103004,SANDOVALINA,0.09905795032829,0.397088210105624
MG,41440,SANTA BÁRBARA DO MONTE VERDE,240,1,3292,3283,SANTA BÁRBARA DO MONTE VERDE,Presidente,2505,2505,0.763021626561072,SANTA BÁRBARA DO MONTE VERDE,0.0768529769137303,0.576245443499392
MG,45616,GUAPÉ,122,2,10870,10865,GUAPÉ,Presidente,8156,8156,0.750667280257708,GUAPÉ,0.0347746090156394,0.569089236430543
RN,17256,LAGOA DE PEDRAS,44,1,7354,7351,LAGOA DE PEDRAS,Presidente,5637,5637,0.766834444293293,LAGOA DE PEDRAS,0.0338591242861028,0.599401686157193
RS,87386,PINHAL GRANDE,27,1,3598,3594,PINHAL GRANDE,Presidente,2841,2841,0.790484140233723,PINHAL GRANDE,0.0800444691495275,0.574763757643135
SP,62235,BENTO DE ABREU,146,2,2161,2160,BENTO DE ABREU,Presidente,1672,1672,0.774074074074074,BENTO DE ABREU,0.0976399814900509,0.370661730680241
GO,96512,MUNDO NOVO,94,1,4868,4862,MUNDO NOVO,Presidente,3632,3632,0.747017688194159,MUNDO NOVO,0.0663516844700082,0.574774034511093
RS,86452,ESMERALDA,58,2,2709,2708,ESMERALDA,Presidente,2103,2103,0.77658788774003,ESMERALDA,0.085640457733481,0.583241048357327
GO,93530,FAZENDA NOVA,79,1,5215,5204,FAZENDA NOVA,Presidente,4196,4196,0.80630284396618,FAZENDA NOVA,0.104889741131352,0.464621284755513
AL,27219,BRANQUINHA,9,1,9101,9106,BRANQUINHA,Presidente,6123,6123,0.672413793103448,BRANQUINHA,0.0129656081749258,0.716404790682343
SC,82279,NOVA VENEZA,98,1,12194,12189,NOVA VENEZA,Presidente,9967,9967,0.817704487652802,NOVA VENEZA,0.0708545186157126,0.468345087748073
MG,51950,SANTA VITÓRIA,308,2,17328,17283,SANTA VITÓRIA,Presidente,12997,12997,0.752010646299832,SANTA VITÓRIA,0.0449561403508772,0.576581255771007
MG,41971,CAETANÓPOLIS,206,2,8720,8713,CAETANÓPOLIS,Presidente,6683,6683,0.767014805463101,CAETANÓPOLIS,0.0855504587155963,0.471903669724771
MG,50032,PIEDADE DE PONTE NOVA,339,2,3839,3834,PIEDADE DE PONTE NOVA,Presidente,2886,2886,0.752738654147105,PIEDADE DE PONTE NOVA,0.0351654076582443,0.603021620213597
BA,37397,MUCUGÊ,119,2,9729,9690,MUCUGÊ,Presidente,7409,7409,0.764602683178535,MUCUGÊ,0.0655771405077603,0.561722684756912
MG,40061,CAPITÃO ANDRADE,138,2,4081,4071,CAPITÃO ANDRADE,Presidente,2742,2742,0.673544583640383,CAPITÃO ANDRADE,0.0237686841460426,0.675814751286449
RS,87610,NOVA BASSANO,75,1,7109,7103,NOVA BASSANO,Presidente,6008,6008,0.845839786005913,NOVA BASSANO,0.0979040652693769,0.462793641862428
MA,8150,LAGO DO JUNCO,74,1,8588,8570,LAGO DO JUNCO,Presidente,6298,6298,0.734889148191365,LAGO DO JUNCO,0.0471588262692129,0.603749417792268
RN,17957,PEDRO VELHO,11,1,11605,11592,PEDRO VELHO,Presidente,8995,8995,0.775966183574879,PEDRO VELHO,0.0551486428263679,0.556311934510987
SC,81515,IPUMIRIM,90,2,6061,6043,IPUMIRIM,Presidente,5007,5007,0.8285619725302,IPUMIRIM,0.0630259033162844,0.509816861903976
PE,23035,AFRÂNIO,107,1,17280,17235,AFRÂNIO,Presidente,12998,12998,0.75416304032492,AFRÂNIO,0.046412037037037,0.581944444444445
